Unit_Name_1,Score
catholic jr coll,0.5
kathmandu univ,0.5
inst econ forecasting,0.5
provo,0.5
catalan inst cultural co icec,0.5
manhattan inst,0.5
cassel commun,0.5
catholic univ lublin,0.5
project excellence journalism,0.5
manchester business sch,0.5
vilnius gediminas tech univ,0.5
cent hosp middle finland,0.5
univ fed armed forces hamburg,0.5
ubc coll interdisciplinary studies,0.5
kdi sch publ policy &amp; management,0.5
caritas inst higher educ,0.5
grant macewan coll,0.5
cbs corp,0.5
cardiff sch social sci,0.5
mannheim ctr european social res,0.5
vet affairs pittsburgh healthcare syst,0.5
inst estudios peruanos,0.5
kedge business sch,0.5
vesalius coll brussels,0.5
rd floor,0.5
recording blind &amp; dyslex,0.5
res ict africa ria,0.5
charite univ med berlin,0.5
walsh coll,0.5
troy state univ,0.5
univ evansville,0.5
cheil commun,0.5
va puget sound med ctr,0.5
burke inst,0.5
burgundy univ,0.5
cheil worldwide,0.5
res fdn flanders,0.5
inst art design &amp; technol,0.5
va iowa city healthcare syst,0.5
prairie view a&amp;m univ,0.5
res inst,0.5
inst informat ind,0.5
kellogg co,0.5
bur hlth promot,0.5
inst int journalism,0.5
polytech inst guarda,0.5
trinity coll,0.5
reserve bank australia,0.5
polling co tm inc,0.5
bulent ecevit univ,0.5
buenos aires econ,0.5
walk doc,0.5
valdosta state coll,0.5
populat serv int tulane univ,0.5
ca foscari univ venice,0.5
vdc res grp,0.5
red barn media grp adv content,0.5
inst behav &amp; community hlth,0.5
campaign performance grp,0.5
redeemers univ,0.5
campaign gears,0.5
linguist insights inc,0.5
makerologist,0.5
camford associates ltd,0.5
vaxjo univ,0.5
cambridge oral examiner,0.5
cambridge english language assessment,0.5
reinhardt univ,0.5
ceps,0.5
relmek co ltd,0.5
inst german language ids,0.5
unes co,0.5
univ nebrija madrid,0.5
wac performing arts &amp; media coll,0.5
univ evora,0.5
portland community coll,0.5
inst global environm strategies,0.5
cabrini coll,0.5
vodafone czech republic,0.5
gallup &amp; robinson,0.5
biodivers inst,0.5
so adventist univ,0.5
st francis hosp &amp; med ctr,0.5
yezreel valley reg council,0.5
st edmunds coll,0.5
univ laica eloy alfaro manabi,0.5
lmmfc o,0.5
syst ind regulat sirese,0.5
yew tree house,0.5
amaretto grp,0.5
univ north florida usa,0.5
sri manakula vinayagar engn coll,0.5
japan inst labour policy &amp; training,0.5
amc,0.5
spectra mkt,0.5
amc canc ctr,0.5
spc network ltd,0.5
ipsos mori uk,0.5
ipsos publ affairs,0.5
syndio,0.5
swiss german univ,0.5
st michaels hosp,0.5
aligarh muslim univ,0.5
hawaii tokai int coll,0.5
st martins univ,0.5
univ north carolina wilmington,0.5
alliance charter sch employees,0.5
alliant int univ,0.5
hastings coll law,0.5
allianz beratungs &amp; vertriebs ag,0.5
ynet,0.5
syktyvkar state univ,0.5
alma college,0.5
isae,0.5
hawai pacific univ,0.5
taegu univ,0.5
spark,0.5
ipp,0.5
social &amp; sci syst inc,0.5
xerox innovat grp,0.5
inventiv hlth publ relat grp,0.5
xerox corp,0.5
som inst,0.5
univ lincolnshire &amp; humberside,0.5
wuhan univ sci &amp; technol,0.5
soc tech commun,0.5
xerox res ctr,0.5
soas univ london,0.5
so utah univ,0.5
so univ,0.5
world lung fdn,0.5
anna univ technol,0.5
jiangnan univ,0.5
xerox palo alto res ctr,0.5
amer univ rome,0.5
harvard smithsonian ctr astrophys,0.5
taiwan semicond mfg co,0.5
southern illinois univ edwardsville,0.5
amer educ res assoc,0.5
amer enterprise inst publ policy res,0.5
amer jewish univ,0.5
iowa state univ sci &amp; technol,0.5
taiwan familymart co ltd,0.5
south georgia state coll,0.5
jeju natl univ,0.5
south china agr univ,0.5
takoradi tech univ,0.5
south african inst int affairs,0.5
soroka univ,0.5
tampa bay lightning,0.5
sorbonne grad business sch,0.5
st norbert coll,0.5
st olaf coll,0.5
alfred i dupont hosp children,0.5
actecon competit &amp; regulat consultancy,0.5
zhengzhou univ,0.5
zhejiang police vocat acad,0.5
lockheed martin missiles &amp; fire control,0.5
suriname indigenous hlth fund,0.5
survey sampling int llc,0.5
act healthy kids canada,0.5
suffolk cty community coll,0.5
superintendencia nacl serv saneamiento,0.5
hec paris,0.5
suws carolinas,0.5
adimen res inst,0.5
strathcylde business sch,0.5
adinas grp sas,0.5
zew,0.5
acad model providing access healthcare ampath par,0.5
zogby int,0.5
strateg planning unit,0.5
iu simon canc ctr,0.5
suny coll technol utica rome,0.5
univ nijmegen st radboud hosp,0.5
univ leuve,0.5
aalborg univ cph,0.5
suny coll optometry,0.5
hendrix coll,0.5
aarp,0.5
abt srbi,0.5
logmein,0.5
logit management consulting,0.5
abc tasmania,0.5
lockheed martin missiles &amp; fire control orlando,0.5
abo akad univ iamsr,0.5
suny buffalo state,0.5
strategies &amp; policy unit,0.5
advanis inc,0.5
los alamos natl lab,0.5
stanford grad sch business,0.5
ishinomaki senshu univ,0.5
iscte lisbon univ inst,0.5
starcom worldwide,0.5
swinburne inst technol,0.5
stanford univ sch educ,0.5
stanford law sch,0.5
iscte iul lisbon univ inst,0.5
swedish post &amp; telecom author,0.5
alabama family alliance,0.5
swinburne univ melbourne,0.5
st vincent coll,0.5
alberta migrat study,0.5
jama hosp med ctr,0.5
swiss commun assoc sgkm,0.5
stat lab,0.5
state &amp; univ lib,0.5
sw hlth care reg,0.5
agcy sci technol &amp; res,0.5
healthworks foote cone &amp; belding,0.5
israeli soc nat protect,0.5
healthworks,0.5
african heritage inst,0.5
stichting kijkonderzoek,0.5
africas voices fdn,0.5
univ nigeria,0.5
ait austrian inst technol,0.5
agr &amp; mech coll,0.5
state univ w georgia,0.5
loreal taiwan,0.5
swedish def univ,0.5
air univ,0.5
swedish media council,0.5
anteprimalab,0.5
smithsonian inst,0.5
guangxi normal univ,0.5
jiangxi univ finance &amp; econ,0.5
lister hill natl ctr biomed commun,0.5
texas a&amp;m univ commerce,0.5
scad hong kong,0.5
bangladesh univ engn &amp; technol,0.5
barcelona gse,0.5
savannah coll art &amp; design savannah,0.5
satya wacana christian univ,0.5
lyon univ,0.5
barclays capital,0.5
sapir univ,0.5
inst technol res,0.5
baruipur coll,0.5
sapienza univ roma,0.5
sao paulo state univ unesp,0.5
santiago cali univ,0.5
sch broadcast journalism,0.5
lycoming coll,0.5
inst univ norte,0.5
schreiner univ,0.5
televis espanola tve st cugat del valles,0.5
telus communicat co,0.5
hall &amp; partners new york,0.5
int ctr res women,0.5
sci po medialab,0.5
tene briut org,0.5
sch postgrad med &amp; hlth sci,0.5
sch econ &amp; finance,0.5
univ fed triangulo mineiro,0.5
sch journalism &amp; media studies,0.5
sch journalism &amp; mass commun,0.5
sch journalism &amp; commun &amp; grad teaching,0.5
hall &amp; partners,0.5
inst work &amp; hlth,0.5
univ kadir has,0.5
texas hlth &amp; human serv commiss,0.5
westmead hosp,0.5
hiv aids prevent program afro brazilian community,0.5
belly chicago,0.5
saic frederick inc,0.5
thompson rivers univ,0.5
thrun maatsch &amp; nordberg,0.5
bergen community coll,0.5
s&amp;c elect co,0.5
berlin univ profess studies,0.5
bellbird consulting,0.5
bethany coll,0.5
guilford coll,0.5
bhutan commun author,0.5
big window consulting ltd,0.5
bigtapp pte ltd,0.5
bilecik univ,0.5
jr manager internal commun,0.5
salford univ manchester,0.5
bau design coll barcelona,0.5
westftal wilhelms univ munster,0.5
bauhaus univ,0.5
ma tech commun &amp; e learning,0.5
westinghouse savannah river co,0.5
san francisco brain res inst,0.5
bbc world serv,0.5
san antonio sports,0.5
bbdo,0.5
the hague univ,0.5
samhsa,0.5
sam technol,0.5
beijing language &amp; culture univ,0.5
beijing normal univ hong kong baptist univ united,0.5
salomon whittle ltd,0.5
inst social &amp; polit sci,0.5
televis corp singapore,0.5
scuola giornalismo radiotelevisivo,0.5
scuola normale super pisa,0.5
wofford coll,0.5
univ northwestern,0.5
arizona state univ tempe,0.5
tech univ delft,0.5
silla univ,0.5
silicon valley san jose business journal,0.5
signo resource ctr,0.5
witness,0.5
singapore dept stat,0.5
siemens ag,0.5
harold garfinkel arch,0.5
arnotts biscuit ltd,0.5
shiraz univ,0.5
wise seoul,0.5
arthur d little gmbh,0.5
jkl grp,0.5
womens hlth assoc,0.5
lucent technol inc,0.5
apis commun sci,0.5
intrahealth int,0.5
smarts communicate,0.5
slis,0.5
intomart gfk bv,0.5
word one consulting,0.5
loyola coll,0.5
taylors univ,0.5
arcada univ appl sci,0.5
appl econometr w,0.5
sk corp,0.5
appl mkt sci,0.5
interpersonal enterprises inc,0.5
arab acad coll educ,0.5
tech editing dept,0.5
heritage univ,0.5
hewlett packard corp,0.5
int food policy res inst,0.5
int res inst stavanger,0.5
int univ andalusia huelva,0.5
william paterson univ new jersey,0.5
univ occupat &amp; environm hlth,0.5
tel hai acad coll,0.5
auc,0.5
selcuk univ,0.5
secretariat educ &amp; culture autonomous reg azores,0.5
seor ecri,0.5
second mile,0.5
seattle pacific univ,0.5
hankook res,0.5
int management inst,0.5
whu,0.5
univ findlay,0.5
hgsk oslo &amp; akershus,0.5
int univ coll,0.5
asociac cultural banda visual,0.5
hanover music &amp; drama,0.5
asociac educomunicadores,0.5
shanghai univ polit sci &amp; law,0.5
shanghai univ,0.5
univ london birkbeck coll,0.5
assoc progress commun,0.5
shanghai acad social sci,0.5
asu sch social work,0.5
ateneo manila univ loyola heights,0.5
at kearney,0.5
seton phys mso,0.5
set minist inc,0.5
at&amp;t shannon labs,0.5
technol educ inst ionian isl,0.5
hanoi sch publ hlth,0.5
wheaton coll,0.5
china cent televis,0.5
united parcel serv,0.5
univ talca,0.5
nces,0.5
nbc univ,0.5
div behav hlth,0.5
nazareth coll,0.5
univ tarapaca,0.5
doane coll,0.5
kwara state univ,0.5
fontys univ appl sci,0.5
mines paristech,0.5
hosp st justine,0.5
fontbonne univ,0.5
houston city council,0.5
ifo inst,0.5
natl univ samoa,0.5
kwantlen univ coll,0.5
univ caen,0.5
natl res ctr integrated nat disaster management c,0.5
netherlands broadcasting assoc,0.5
univ teknol malaysia,0.5
netherlands inst adv studies,0.5
diakonhjemmet hosp,0.5
dial innovatie &amp; interactie,0.5
fordham grad sch business,0.5
univ buffalo state univ new york,0.5
united spirit arena,0.5
food res inst,0.5
german jordanian univ jordan,0.5
ifris,0.5
digitec galaxus ag,0.5
dillard univ,0.5
dimagi inc,0.5
millsaps coll,0.5
houston methodist hosp,0.5
doubleclick inc,0.5
fluminense fed univ uff,0.5
florida state coll,0.5
univ nacl abierta &amp; distancia pasto,0.5
ecole management lyon,0.5
univ mississauga,0.5
econ &amp; social res inst,0.5
econ anal law &amp; eu policymaking,0.5
econ one res inc,0.5
ecorys,0.5
fluminense fed univ,0.5
florida so coll,0.5
natl sci &amp; tech comis argentina conicet,0.5
edelman,0.5
natl sch polit &amp; adm studies,0.5
edf r&amp;d,0.5
minist internal affairs &amp; commun,0.5
natl taitung univ,0.5
easy field corp,0.5
east west ctr honolulu,0.5
univ minnesota rochester,0.5
eade,0.5
ies salvador allende,0.5
iese,0.5
natl telecommun &amp; post commiss greece,0.5
durban univ technol,0.5
durban inst technol,0.5
mcking consulting corp,0.5
minist econ dev,0.5
minist econ affairs,0.5
kyoto inst technol,0.5
univ sussex falmer brighton reino unido,0.5
german inst econ res diw,0.5
minist cultura,0.5
four seasons hotels &amp; resorts,0.5
netherlands interdisciplinary demog inst,0.5
deutschland gmbh,0.5
defap grad sch econ &amp; finance publ adm,0.5
univ ramon llull barcelona,0.5
korean acad sci &amp; technol,0.5
univ torcuato tella,0.5
david yellin teachers coll,0.5
dayeh univ,0.5
univ pertanian malaysia,0.5
nhs bradford,0.5
imperial coll sch business,0.5
gfk,0.5
univ ramon lull,0.5
univ texas sw med sch,0.5
kowloon canton railway corp,0.5
newman univ birmingham,0.5
univ texas med sch houston,0.5
univ radboud nijmegen,0.5
data &amp; soc,0.5
libera univ lingue &amp; comun,0.5
nielsen catalina solut,0.5
univ metropolitan monterrey,0.5
univ bocconi,0.5
ind technol res inst,0.5
indecon int econ consultants,0.5
danish inst local &amp; reg govt res,0.5
korea securities res inst,0.5
gfk korea,0.5
independent consultant diplomacy global hlth,0.5
univ toulouse le mirail,0.5
nima,0.5
nimh,0.5
dalarna univ coll,0.5
middle eastern studies dept,0.5
maximus inc,0.5
univ edinburghs islamic,0.5
kuleuven,0.5
imam sadiq univ,0.5
univ piemonte orientale,0.5
dept environm sci &amp; policy,0.5
dept foreign affairs &amp; int trade,0.5
univ colorado colorado springs,0.5
fox broadcasting co,0.5
new knowledge org,0.5
dept planificac radio &amp; televis andalucia,0.5
gettysburg coll,0.5
dept regulat &amp; anal econ post grp,0.5
new jersey dept environm protect,0.5
univ brussels,0.5
designed ux inc,0.5
neurohm,0.5
neul ltd,0.5
new mexico tech comp ctr,0.5
new sch,0.5
dept digital humanities,0.5
dept curriculum &amp; instruct,0.5
new st andrews coll,0.5
new york city dept educ,0.5
new york hall sci,0.5
dept commun studies,0.5
new york off hall &amp; partners,0.5
dept comercializac &amp; invest mercados,0.5
imperial business sch,0.5
miguel hernandez univ elche,0.5
univ texas hlth sci ctr houston uthlth,0.5
franciscan univ steubenville,0.5
midlands state univ,0.5
kpr &amp; associates,0.5
new zealand broadcasting sch,0.5
lexical anal software,0.5
edmonds community coll,0.5
dalarna res inst,0.5
fac latinoamer ciencias sociales,0.5
hungkuang univ,0.5
mustafa kemal univ,0.5
fh joanneum univ appl sci,0.5
lausanne univ hosp,0.5
fac educ,0.5
fac filosofia &amp; ciencias educ,0.5
mkt sci inst,0.5
fac casper libero,0.5
musashi univ,0.5
fac latinoamer ciencias sociales flacso ecuador,0.5
georg eckert inst,0.5
univ hanover,0.5
munwa broadcasting corp,0.5
facebook inc,0.5
fac econ,0.5
n cent coll,0.5
natl polytech inst ipn,0.5
final int univ,0.5
nanjing univ technol,0.5
univ rostock,0.5
univ catolica santisima concepcion,0.5
univ hassan ii casablanca,0.5
european univ inst fsr,0.5
nanjing audit univ,0.5
lecg ltd,0.5
huzhou teachers coll,0.5
georgia hosp assoc,0.5
nagoya bunri univ,0.5
hyosan management inst,0.5
na global hlth serv,0.5
latinobarometro,0.5
latrobe univ,0.5
munich univ appl sci,0.5
munich innovat grp gmbh,0.5
univ salerno,0.5
monterey inst int studies,0.5
media &amp; future inst,0.5
humana,0.5
morehead state univ,0.5
media gain co ltd,0.5
montgomery clinkscales grp,0.5
monterrey inst technol,0.5
fed employment off,0.5
georgia dept human resources,0.5
univ dubuque,0.5
fed univ ceara ufc,0.5
univ chichester,0.5
fed univ parana ufpr,0.5
federat african publ relat assoc,0.5
media res labs,0.5
univ politecn madrid cedlnt,0.5
lebanon valley coll,0.5
georg eckert inst int textbook res,0.5
mobile telesyst,0.5
fdn estudios econ aplicada fedea,0.5
fdn carmen pardo valcarce madrid,0.5
georgetown coll,0.5
mobikyo kk,0.5
mt mercy univ,0.5
mobiapps,0.5
georgia coll,0.5
fase srl,0.5
farhangian univ,0.5
fan studies network,0.5
humintell llc,0.5
mudra inst communicat ahmedabad,0.5
univ china hong kong,0.5
univ sarajevo,0.5
finis terrae univ,0.5
univ hasselt,0.5
engn serv network inc,0.5
lake erie coll,0.5
empowering commun,0.5
natl hlth res inst,0.5
gerhard mercator univ duisburg,0.5
natl grad inst policy studies,0.5
english language inst,0.5
enr mem vet hosp,0.5
natl ctr org dev,0.5
fleishman hillard,0.5
environm def fund,0.5
univ cape coast ghana,0.5
ephron papazian &amp; ephron inc,0.5
flagler coll,0.5
natl ctr social res,0.5
univ sorocaba,0.5
emek yezreel academ coll,0.5
univ playa ancha,0.5
elect frontier fdn,0.5
univ rome tre,0.5
ibs hyderabad,0.5
lagos state univ,0.5
mcmurry univ,0.5
natl inst ophthalmol,0.5
univ cambridge corpus christi coll,0.5
natl inst publ hlth &amp; environm,0.5
univ helsinki helsingin yliopiston ylioppilaskunt,0.5
univ south dakota,0.5
icu,0.5
educate activate transform,0.5
natl museum photog film &amp; televis,0.5
natl pingtung univ sci &amp; technol,0.5
natl ctr sci res,0.5
first hlth pace,0.5
missouri s&amp;t,0.5
georgia state coll &amp; univ,0.5
mississippi publ utilities staff,0.5
essec,0.5
iberamer univ,0.5
etr associates,0.5
natl acad sci,0.5
natl acad,0.5
finnish competit &amp; consumer author,0.5
firat univ,0.5
univ sci,0.5
med univ graz,0.5
mississippi state univ meridian,0.5
nasa astrobiol inst,0.5
european humanities univ,0.5
nanzan univ,0.5
esmt competit anal,0.5
univ catholique louvain,0.5
natl cent lib,0.5
mississippi publ util staff,0.5
escuela nacl sanidad,0.5
georgian inst publ affairs,0.5
esco esna,0.5
univ coll cape breton,0.5
finnish family federat,0.5
ericsson res,0.5
univ sindh,0.5
natl coalit canc survivorship,0.5
erasmus res inst management,0.5
univ carthage,0.5
erasmus coll brussels,0.5
gepefic,0.5
mec sponsorship,0.5
middle east tech univ,0.5
kosovo inst journalism &amp; commun,0.5
michael e debakey va med ctr,0.5
unsw business sch,0.5
mgc consulting,0.5
commun off,0.5
commun inst online scholarship,0.5
org int dialogue &amp; conflict management,0.5
ft belvoir community hosp,0.5
univ yeditepe,0.5
induk univ,0.5
inflexx inc,0.5
global alliance clean cookstoves,0.5
kites bocconi univ,0.5
columbia univ barnard coll,0.5
columbia law sch,0.5
otsuma womens univ,0.5
ottawa cty hlth dept,0.5
univ appl sci &amp; arts nw switzerland fhnw,0.5
kirkwood community coll,0.5
metu,0.5
marymount univ,0.5
univ estadual londrina,0.5
london inst,0.5
coll st mary,0.5
methodist univ sao paulo,0.5
univ estadual paulista unesp,0.5
univ mariana pasto,0.5
unq ciencias sociales,0.5
hogesch van utrecht,0.5
ozarks tech community coll,0.5
colegio san jose de caracciolos,0.5
coimbatore inst technol,0.5
front range community coll,0.5
orange labs,0.5
univ appl sci western switzerland hes so,0.5
michigan dept community hlth,0.5
off hlth status monitoring,0.5
massey univ auckland,0.5
univ western brittany,0.5
ohio no univ,0.5
cornell tech,0.5
ohio states sch commun,0.5
cordoba grp comunicar,0.5
lessius kuleuven,0.5
univ autonoma baja california,0.5
conzentra,0.5
consona corp,0.5
consell audiovisual catalunya,0.5
omd,0.5
conseio super tecnol belgica,0.5
friedrich schiller univ,0.5
kobe gakuin univ,0.5
cone inc,0.5
concordia univ coll alberta,0.5
open evidence ltd,0.5
open eyes inst,0.5
indiana wesleyan univ,0.5
univ paul sabatier,0.5
mass commun program,0.5
competit commiss,0.5
competit bur,0.5
compass lexecon,0.5
oracle commun llc,0.5
hoje taastrup municipal,0.5
univ paris north,0.5
coca cola enterprises inc,0.5
univ autonoma chile,0.5
pacific market insight,0.5
khalifa univ sci,0.5
gardner webb univ,0.5
mendel univ brno,0.5
gainesville reg util water wastewater engn dept,0.5
paul verlaine univ metz,0.5
ketchum publ relat,0.5
ciber epidemiol &amp; publ hlth,0.5
ciac,0.5
peace res inst oslo,0.5
univ aberty,0.5
hong kong inst vocat educ,0.5
memo,0.5
us ctr dis control &amp; prevent,0.5
chung yuan christian univ,0.5
pellervo econ res inst,0.5
us dept commerce,0.5
ketchum publ affairs,0.5
univ int business &amp; econ,0.5
penn state coll med,0.5
univ abat oliba barcelona,0.5
graceland univ,0.5
mem univ,0.5
kenyatta univ,0.5
levi strauss &amp; co,0.5
us hlth care financing adm,0.5
melbourne law sch,0.5
meisei univ,0.5
kentucky organ donor affiliates,0.5
meikai univ,0.5
khon kaen univ,0.5
gabon,0.5
univ estatal san jose calif,0.5
panteion univ,0.5
govt &amp; polit,0.5
padjadjaran state univ,0.5
methodist univ,0.5
fujen catholic univ,0.5
univ alexandria,0.5
univ nacl hermilio valdizan,0.5
upper austria univ appl sci,0.5
maritz res,0.5
pantau fdn,0.5
merit,0.5
ural state univ,0.5
univ manizales,0.5
univ alcala de henares madrid,0.5
panteion univ social &amp; polit sci,0.5
g&amp;r llc,0.5
king juan carlos univ,0.5
parent child ctr,0.5
paris descartes univ,0.5
inrs,0.5
claremont mckenna coll,0.5
urban redev author singapore,0.5
funredes,0.5
limehurst acad,0.5
future media sch,0.5
future univ hakodate,0.5
city univ new york laguardia,0.5
gartner lee ltd,0.5
urbaser,0.5
kocaeli univ,0.5
monash univ south africa,0.5
univ autonoma ciudad juarez,0.5
korea adv inst sci &amp; technol kaist,0.5
univ vale itajai brasil,0.5
nucl risk management native communities,0.5
nucleo tecnol educ joinville brasil,0.5
liberal arts bldg,0.5
max planck inst psychol res,0.5
ctr audiovisual lieja,0.5
ctr educ technol,0.5
univ medellin,0.5
ctr publ policy providus,0.5
lessius hogesch,0.5
ctr regulat europe,0.5
ctr res management,0.5
nordicom,0.5
ctr risk sci,0.5
indian inst management udaipur,0.5
leo burnett co,0.5
norwegian univ technol &amp; sci,0.5
hong kong &amp; shanghai banking corp,0.5
northern kentucky univ,0.5
korea inst ind econ &amp; trade,0.5
korea informat soc,0.5
microsoft res ctr social nat user interfaces,0.5
notre dame univ louaize,0.5
microsoft res new england,0.5
northwood univ,0.5
univ virginias coll wise,0.5
univ ballarat,0.5
univ dodoma,0.5
india hiv aids alliance,0.5
novoe vremya,0.5
freelancer,0.5
univ valparaiso,0.5
ctr int governance innovat,0.5
univ w alabama,0.5
ctr invest &amp; docencia econ ac,0.5
korea fdn adv sci &amp; creat,0.5
max intermedia ltd,0.5
ctr digital media,0.5
liepaja univ,0.5
ctr social res,0.5
univ el bosque,0.5
univ compultense madrid,0.5
univ autonoma estado morelos,0.5
coventry city council,0.5
cpb netherlands bur econ policy anal,0.5
ctr european policy studies,0.5
kokushikan univ,0.5
obafemi awolowo univ,0.5
curtin internet studies,0.5
ghent univ,0.5
nnamdi azikiwe univ,0.5
creat res solut llc,0.5
univ autonoma queretaro,0.5
nkua,0.5
curtin business sch,0.5
univ wales trinity st david,0.5
norwegian inst urban &amp; reg res,0.5
univ medelllin,0.5
liberty univ,0.5
ctr univ belo horizonte,0.5
ofcom,0.5
korea medicare,0.5
cultural analyt lab,0.5
cultural heritage handicrafts &amp; tourism dept isfa,0.5
nkum associates,0.5
indian inst sci,0.5
ctr hlth care evaluat vet affairs palo alto hlth,0.5
univ iberoamer mexico city,0.5
nist,0.5
math policy res inc,0.5
cosmopolitan las vegas,0.5
jewish gen hosp,0.5
malawi liverpool wellcome trust clin res programm,0.5
kaiser permanente no calif,0.48951049
kluyver ctr genom ind fermentat,0.485714286
canc informat serv,0.476190476
ctr hosp univ montreal,0.476190476
troy univ,0.476190476
natl ctr hiv viral hepatitis std &amp; tb prevent,0.470588235
morra commun,0.467261905
st catherine univ,0.458333333
montgomery coll,0.458333333
midamer christian univ,0.458333333
indian hlth serv,0.458333333
advisory board co,0.458333333
royal brisbane &amp; womens hosp,0.454545455
trimbos inst,0.452380952
sunway univ,0.45
thomas jefferson univ,0.45
dongguk univ seoul,0.45
cha univ,0.45
univ pacifico,0.45
dong eui univ,0.45
kantar publ,0.45
univ wisconsin la crosse,0.45
save children,0.45
hosp sick children,0.45
cheng shiu univ,0.45
microsoft res new york city,0.45
glendale community coll,0.45
ctr mind &amp; brain,0.444444444
chung shan med univ,0.444444444
indian inst technol madras,0.444444444
colorado sch publ hlth,0.436507937
inst super tecn,0.433333333
turiba univ,0.433333333
merchant mech,0.428571429
weill cornell med qatar,0.428571429
unicef liberia,0.428571429
natl birth defects ctr &amp; dev disabil,0.428571429
med coll georgia,0.428571429
d tree int,0.428571429
hawthorne educ ctr,0.428571429
idiap primary care res inst jordi gol,0.428571429
natl sci museum,0.428571429
atelier jours venir,0.428571429
univ texas hlth sci ctr,0.426190476
univ delhi,0.424242424
natl inst minor hlth &amp; hlth dispar,0.424242424
texas dept hlth,0.416666667
vanderbilt ingram canc ctr,0.416666667
univ catolica andres bello,0.416666667
grad univ adv studies,0.416666667
bruce w carter miami va geriatr res educ &amp; clin c,0.416666667
univ hyogo,0.4
ctr res &amp; teaching econ cide,0.4
ctr regulat europe cerre,0.4
text change,0.4
at still univ,0.4
illawarra shoalhaven local hlth dist,0.4
dev consultants,0.4
clalit hlth serv,0.4
paris lodron univ salzburg,0.4
orange france telecom grp,0.4
univ witten herdecke,0.4
julius maximilian univ wurzburg,0.4
everfi inc,0.4
csiro minerals div,0.4
csiro minerals,0.4
union cty hlth dept,0.4
peking union med coll,0.4
pk victoria,0.4
humintell,0.4
ec e commerce competence ctr,0.4
univ med ctr hamburg eppendorf,0.4
volda univ coll,0.4
dundee univ,0.4
sw oklahoma state univ,0.4
rauawaawa kaumtua charitable trust,0.4
real prevent llc,0.4
berkman ctr internet &amp; soc,0.4
uc santa barbara,0.4
equipment dept troops,0.4
deutsch welle,0.4
vet affairs palo alto hlth care syst,0.4
innerscope res llc,0.4
outside classroom inc,0.4
eugene m lang fdn,0.4
natl distance learning univ,0.4
lsu,0.4
isis inc,0.4
ceeapla,0.4
shiga univ med sci,0.4
bulgarian acad sci,0.4
women &amp; childrens hosp,0.4
puerto rico dept hlth,0.396825397
campus edge advisors llc,0.392857143
augsburg coll,0.392857143
natl consortium study terrorism &amp; responses terro,0.392857143
univ chittagong,0.391666667
family diagnost &amp; consulting ctr,0.375
appalachian ctr resilience res,0.375
childrens hosp res inst manitoba,0.375
concern worldwide,0.375
inst neurodegenerat dis,0.375
univ south,0.375
lasalle univ,0.375
campbell univ,0.375
univ silesia,0.375
johns hopkins sch med,0.371428571
leukemia &amp; lymphoma soc,0.366666667
open univ catalonia uoc,0.366666667
ctr behav &amp; decis sci med,0.363636364
boston va healthcare syst,0.363636364
comenius univ,0.361111111
tribhuvan univ,0.361111111
kenyon coll,0.361111111
dept commun &amp; media,0.357142857
int vaccine inst,0.352941176
inserm,0.35
german inst econ res,0.342857143
gretchen swanson ctr nutr,0.342857143
sierra leone minist hlth &amp; sanitat,0.342857143
safefood,0.342857143
sw ontario res data ctr,0.333333333
york coll,0.333333333
zalando gmbh,0.333333333
synovate,0.333333333
surendranath coll women,0.333333333
young &amp; rubicam new york,0.333333333
univ granada melilla,0.333333333
univ greifswald,0.333333333
univ colorado denver china agr univ int coll,0.333333333
sw finance univ,0.333333333
zrb,0.333333333
univ rovira &amp; virgili tarragona,0.333333333
univ coll limburg,0.333333333
yuwun elementary sch,0.333333333
yong in univ,0.333333333
univ copenhagen hosp,0.333333333
zipar zurich inst publ affairs res,0.333333333
univ nacl educ distancia uned madrid,0.333333333
univ constance,0.333333333
univ coll s stockholm,0.333333333
zhongnan univ econ &amp; law,0.333333333
univ ctr villanueva,0.333333333
univ distrital francisco jose caldas bogota colom,0.333333333
univ quebec trois rivieres,0.333333333
your ctr,0.333333333
univ quebec teluq,0.333333333
univ chile valdivia,0.333333333
zeacom inc,0.333333333
texas am univ,0.333333333
univ rwanda,0.333333333
washington state univ vancouver,0.333333333
univ appl sci fhm bieledfeld,0.333333333
univ maryland univ coll,0.333333333
univ appl sci vorarlberg,0.333333333
univ appl sci windesheim,0.333333333
virginia community coll syst,0.333333333
vital inst,0.333333333
univ wisconsin stevens point,0.333333333
turku univ appl sci,0.333333333
univ ozarks,0.333333333
univ avignon,0.333333333
washing state univ,0.333333333
univ virtual tecnol monterrey,0.333333333
trinity hall,0.333333333
washington state univ tricities,0.333333333
trinity business school,0.333333333
unlv,0.333333333
trinity business sch,0.333333333
univ verona,0.333333333
we commun,0.333333333
transworld inst technol,0.333333333
univ ulm,0.333333333
weill cornell med,0.333333333
wellmark blue cross &amp; blue shield,0.333333333
welthandelspl,0.333333333
univ jordan,0.333333333
univ benin,0.333333333
univ fed rio grande do norte,0.333333333
univ humanistic studies,0.333333333
west univ timisoara,0.333333333
tns nipo,0.333333333
ucsb,0.333333333
univ int la rioja,0.333333333
systex corp,0.333333333
univ paris est creteil val de marne,0.333333333
usabil ctr atlanta,0.333333333
us mil acad,0.333333333
us int media usim,0.333333333
univ aachen,0.333333333
